TIMESTAMP,POWER
20131101 1:00,0.4068907205409246
20131101 2:00,0.4132094636562091
20131101 3:00,0.41952820677149355
20131101 4:00,0.425846949886778
20131101 5:00,0.4321656930020624
20131101 6:00,0.4384844361173469
20131101 7:00,0.44480317923263135
20131101 8:00,0.4511219223479158
20131101 9:00,0.4574406654632003
20131101 10:00,0.46375940857848474
20131101 11:00,0.4700781516937692
20131101 12:00,0.4763968948090537
20131101 13:00,0.48271563792433814
20131101 14:00,0.48903438103962255
20131101 15:00,0.495353124154907
20131101 16:00,0.5016718672701914
20131101 17:00,0.5079906103854759
20131101 18:00,0.5143093535007603
20131101 19:00,0.5206280966160448
20131101 20:00,0.5269468397313293
20131101 21:00,0.5332655828466137
20131101 22:00,0.5395843259618982
20131101 23:00,0.5459030690771827
20131102 0:00,0.4006956690146941
20131102 1:00,0.4070144121299786
20131102 2:00,0.41333315524526304
20131102 3:00,0.41965189836054745
20131102 4:00,0.4259706414758319
20131102 5:00,0.4322893845911164
20131102 6:00,0.43860812770640084
20131102 7:00,0.4449268708216853
20131102 8:00,0.45124561393696977
20131102 9:00,0.45756435705225423
20131102 10:00,0.46388310016753864
20131102 11:00,0.4702018432828231
20131102 12:00,0.47652058639810757
20131102 13:00,0.48283932951339203
20131102 14:00,0.4891580726286765
20131102 15:00,0.49547681574396096
20131102 16:00,0.5017955588592454
20131102 17:00,0.5081143019745299
20131102 18:00,0.5144330450898144
20131102 19:00,0.5207517882050988
20131102 20:00,0.5270705313203833
20131102 21:00,0.5333892744356677
20131102 22:00,0.5397080175509521
20131102 23:00,0.5460267606662366
20131103 0:00,0.400819360603748
20131103 1:00,0.4071381037190325
20131103 2:00,0.41345684683431694
20131103 3:00,0.4197755899496014
20131103 4:00,0.42609433306488587
20131103 5:00,0.43241307618017033
20131103 6:00,0.4387318192954548
20131103 7:00,0.44505056241073926
20131103 8:00,0.4513693055260237
20131103 9:00,0.45768804864130813
20131103 10:00,0.4640067917565926
20131103 11:00,0.47032553487187706
20131103 12:00,0.4766442779871615
20131103 13:00,0.482963021102446
20131103 14:00,0.48928176421773045
20131103 15:00,0.4956005073330149
20131103 16:00,0.5019192504482993
20131103 17:00,0.5082379935635838
20131103 18:00,0.5145567366788683
20131103 19:00,0.5208754797941527
20131103 20:00,0.5271942229094372
20131103 21:00,0.5335129660247216
20131103 22:00,0.5398317091400061
20131103 23:00,0.5461504522552906
20131104 0:00,0.40094305219280196
20131104 1:00,0.4072617953080864
20131104 2:00,0.4135805384233709
20131104 3:00,0.41989928153865536
20131104 4:00,0.4262180246539398
