TIMESTAMP,POWER
20131101 1:00,0.428530366013821
20131101 2:00,0.4050653130774612
20131101 3:00,0.37910685845633296
20131101 4:00,0.3541351044501436
20131101 5:00,0.3341031745898657
20131101 6:00,0.3227861591250716
20131101 7:00,0.3230802400141468
20131101 8:00,0.33640430936061844
20131101 9:00,0.3623474289092109
20131101 10:00,0.3986578224941404
20131101 11:00,0.44159288946317576
20131101 12:00,0.4865643753061203
20131101 13:00,0.5289414857544029
20131101 14:00,0.5648372452996908
20131101 15:00,0.591710156718037
20131101 16:00,0.6086618784388925
20131101 17:00,0.6163880066521027
20131101 18:00,0.6168216704916214
20131101 19:00,0.6125764969268916
20131101 20:00,0.6063304861954507
20131101 21:00,0.6002895030937653
20131101 22:00,0.5958333526214861
20131101 23:00,0.5933919429351253
20131102 0:00,0.4427401872153761
20131102 1:00,0.42425181240033516
20131102 2:00,0.40082058230958295
20131102 3:00,0.3749658379818994
20131102 4:00,0.3501527908853518
20131102 5:00,0.3303173256156059
20131102 6:00,0.3192169948012388
20131102 7:00,0.31973179786003836
20131102 8:00,0.33326683392491196
20131102 9:00,0.3594001639298306
20131102 10:00,0.39587175830328347
20131102 11:00,0.43893331932083673
20131102 12:00,0.48399341033039067
20131102 13:00,0.5264208485391431
20131102 14:00,0.5623316312753314
20131102 15:00,0.589191217766607
20131102 16:00,0.6061125210536344
20131102 17:00,0.6138063368141575
20131102 18:00,0.6142236993023342
20131102 19:00,0.609996746121968
20131102 20:00,0.6038199272653949
20131102 21:00,0.5979107678767488
20131102 22:00,0.5936537382739488
20131102 23:00,0.5914752427252081
20131103 0:00,0.4384505226275647
20131103 1:00,0.4199126851736813
20131103 2:00,0.3965136298291223
20131103 3:00,0.37076224935401525
20131103 4:00,0.34610874917226264
20131103 5:00,0.3264715251461551
20131103 6:00,0.31559024139455794
20131103 7:00,0.31632831605245726
20131103 8:00,0.3300766722608081
20131103 9:00,0.35640206431893706
20131103 10:00,0.3930360273739868
20131103 11:00,0.4362245309975794
20131103 12:00,0.48137306046642125
20131103 13:00,0.5238502550473979
20131103 14:00,0.5597753503793936
20131103 15:00,0.5866210246302151
20131103 16:00,0.6035116538695153
20131103 17:00,0.6111733539972681
20131103 18:00,0.6115750871101695
20131103 19:00,0.6073674389652974
20131103 20:00,0.6012611919549714
20131103 21:00,0.5954853979826209
20131103 22:00,0.5914290796394974
20131103 23:00,0.5895150711903174
20131104 0:00,0.43410360827976635
20131104 1:00,0.4155133814550642
20131104 2:00,0.3921448346739195
20131104 3:00,0.36649644199138787
20131104 4:00,0.34200328974004757
20131104 5:00,0.32256603838546194
20131104 6:00,0.3119061164227659
20131104 7:00,0.3128699659530806
20131104 8:00,0.3268339548441656
20131104 9:00,0.3533532279880015
20131104 10:00,0.390150705406308
20131104 11:00,0.4334665891518654
20131104 12:00,0.4787033900835408
20131104 13:00,0.5212297785995675
20131104 14:00,0.557168491788122
20131104 15:00,0.583999686435672
20131104 16:00,0.6008594071473579
20131104 17:00,0.6084892081049238
20131104 18:00,0.6088759997997975
20131104 19:00,0.6046887521628143
20131104 20:00,0.5986544618635737
20131104 21:00,0.5930135739056452
20131104 22:00,0.5891595506230433
20131104 23:00,0.587511591104441
20131105 0:00,0.42969985744275907
20131105 1:00,0.4110543095693917
20131105 2:00,0.3877145874646156
20131105 3:00,0.36216877705838657
20131105 4:00,0.3378367347220995
20131105 5:00,0.31860114202396583
20131105 6:00,0.30816484854181625
20131105 7:00,0.3093569296366835
20131105 8:00,0.3235388224145059
20131105 9:00,0.35025376268886843
20131105 10:00,0.3872158775765376
20131105 11:00,0.43065956763174884
20131105 12:00,0.4759844725329628
20131105 13:00,0.518559501357645
20131105 14:00,0.5545111534230198
20131105 15:00,0.581327320977167
20131105 16:00,0.5981559197309629
20131105 17:00,0.6057540575158592
20131105 18:00,0.6061266115906014
20131105 19:00,0.6019608705780819
20131105 20:00,0.5959999265390166
20131105 21:00,0.5904954838511944
