TIMESTAMP,POWER
20131101 1:00,0.26725469488372744
20131101 2:00,0.266346908480848
20131101 3:00,0.2614739446552725
20131101 4:00,0.2523944025443943
20131101 5:00,0.26347402208796095
20131101 6:00,0.26511630690710897
20131101 7:00,0.2271200971110222
20131101 8:00,0.11549161939983077
20131101 9:00,0.04243894113288804
20131101 10:00,0.07319410901222412
20131101 11:00,0.014145253817291592
20131101 12:00,0.049018422053177385
20131101 13:00,0.05459072367057444
20131101 14:00,0.013615148935390842
20131101 15:00,-0.1555519384681585
20131101 16:00,-0.0799291586436829
20131101 17:00,-0.06551324570245688
20131101 18:00,-0.05049219431718378
20131101 19:00,0.10859998293727308
20131101 20:00,0.013387432276022349
20131101 21:00,-0.006755845850704989
20131101 22:00,0.029813565501715045
20131101 23:00,0.07574660661564
20131102 0:00,0.12077182799105124
20131102 1:00,0.34962071849467075
20131102 2:00,0.39235307314466183
20131102 3:00,0.45119814208590836
20131102 4:00,0.515684578988863
20131102 5:00,0.5397776739433303
20131102 6:00,0.49358652713073714
20131102 7:00,0.43081155340387756
20131102 8:00,0.3888858961502626
20131102 9:00,0.381132375094128
20131102 10:00,0.3296939925911453
20131102 11:00,0.2791117076789891
20131102 12:00,0.1974288024796948
20131102 13:00,0.3425837032405701
20131102 14:00,0.4414122776097622
20131102 15:00,0.18852279953372097
20131102 16:00,0.2416774358238537
20131102 17:00,0.350315884093647
20131102 18:00,0.4015851463123098
20131102 19:00,0.33748784644193175
20131102 20:00,0.2609571726481177
20131102 21:00,0.29864499703697167
20131102 22:00,0.3743933427856607
20131102 23:00,0.5559569047899539
20131103 0:00,0.5438505422081763
20131103 1:00,0.48915762248592154
20131103 2:00,0.31418366212684745
20131103 3:00,0.45194733284018984
20131103 4:00,0.4834888132624089
20131103 5:00,0.4614506028169044
20131103 6:00,0.46035638812183
20131103 7:00,0.4562686581136244
20131103 8:00,0.4508248568961939
20131103 9:00,0.3866946184981517
20131103 10:00,0.3162423536269249
20131103 11:00,0.43161840320595646
20131103 12:00,0.5533298583358474
20131103 13:00,0.5640764753780676
20131103 14:00,0.6000990289766717
20131103 15:00,0.6515495925001675
20131103 16:00,0.6889903693785068
20131103 17:00,0.7139890062116754
20131103 18:00,0.734077891942861
20131103 19:00,0.747715661885954
20131103 20:00,0.7639447795153879
20131103 21:00,0.7959484682493361
20131103 22:00,0.857929300968315
20131103 23:00,0.7946624349003738
20131104 0:00,0.7019987057086589
20131104 1:00,0.6592704193921897
20131104 2:00,0.5748027301677454
20131104 3:00,0.5051209939931576
20131104 4:00,0.4303164182275834
20131104 5:00,0.39309320831297634
20131104 6:00,0.38536459427160386
20131104 7:00,0.3877315878564458
20131104 8:00,0.40341584796531904
20131104 9:00,0.30360450774162645
20131104 10:00,0.3425136720637758
20131104 11:00,0.4096913076843617
20131104 12:00,0.4512503544687976
20131104 13:00,0.4797444535927262
20131104 14:00,0.5062391873824938
20131104 15:00,0.5257187946210699
20131104 16:00,0.561241168375784
20131104 17:00,0.5939616300106083
20131104 18:00,0.5822240118434167
20131104 19:00,0.5537035443416126
20131104 20:00,0.5345341714529565
20131104 21:00,0.605142148518967
20131104 22:00,0.6628300081289545
20131104 23:00,0.6763149217906682
20131105 0:00,0.5881743515308814
20131105 1:00,0.41317298351616116
20131105 2:00,0.310037392492669
20131105 3:00,0.23513965968674633
20131105 4:00,0.1813396723890091
20131105 5:00,0.14103234691456684
20131105 6:00,0.09397680570094677
20131105 7:00,0.08107123047346071
20131105 8:00,0.15983614733644436
20131105 9:00,0.2440717605249939
20131105 10:00,0.3223604931344275
20131105 11:00,0.313019133323839
20131105 12:00,0.3014639978000127
20131105 13:00,0.30249956778209397
20131105 14:00,0.30327017277752666
20131105 15:00,0.300457426848824
20131105 16:00,0.27749049809829224
20131105 17:00,0.2616815176153766
20131105 18:00,0.27143324306409733
