TIMESTAMP,POWER
20131101 1:00,0.2616428837
20131101 2:00,0.21868073276666666
20131101 3:00,0.49240981033333336
20131101 4:00,0.48056324359999997
20131101 5:00,0.5148419059999999
20131101 6:00,0.43170926039999996
20131101 7:00,0.3818518385333333
20131101 8:00,0.4683841942
20131101 9:00,0.22842157603333332
20131101 10:00,0.030681259966666666
20131101 11:00,0.02851263433333333
20131101 12:00,0.11192983716666667
20131101 13:00,0.03717216013333333
20131101 14:00,0.0022435091
20131101 15:00,0.10365071946666667
20131101 16:00,0.005397601333333334
20131101 17:00,0.05007608160000001
20131101 18:00,0.023186921166666666
20131101 19:00,0.0
20131101 20:00,0.0117447252
20131101 21:00,0.034967590433333334
20131101 22:00,0.0252207565
20131101 23:00,0.054620011266666664
20131102 0:00,0.21387920396666668
20131102 1:00,0.6258282113
20131102 2:00,0.4296334903000001
20131102 3:00,0.6236086649
20131102 4:00,0.46272000766666666
20131102 5:00,0.5449840049
20131102 6:00,0.47864622646666666
20131102 7:00,0.5002785665333334
20131102 8:00,0.40873500830000004
20131102 9:00,0.4867905539
20131102 10:00,0.4400692522333333
20131102 11:00,0.19144411296666666
20131102 12:00,0.6393072379333333
20131102 13:00,0.3150767405666667
20131102 14:00,0.3745851455
20131102 15:00,0.5677845272666667
20131102 16:00,0.5908486395
20131102 17:00,0.5822340438333333
20131102 18:00,0.5668260187333334
20131102 19:00,0.3694211806666667
20131102 20:00,0.04512478583333333
20131102 21:00,0.6205893629666667
20131102 22:00,0.5491684938333333
20131102 23:00,0.8712004121666667
20131103 0:00,0.7084157051666667
20131103 1:00,0.17529324370000002
20131103 2:00,0.4997244288
20131103 3:00,0.6578783412666667
20131103 4:00,0.8412530103
20131103 5:00,0.3844907324
20131103 6:00,0.8951211914333334
20131103 7:00,0.7010801193333333
20131103 8:00,0.5316098151333334
20131103 9:00,0.6792680589
20131103 10:00,0.4851251453
20131103 11:00,0.5672363802
20131103 12:00,0.7680589003333332
20131103 13:00,0.6656812000333333
20131103 14:00,0.7662377340666667
20131103 15:00,0.755562345
20131103 16:00,0.7672861028
20131103 17:00,0.8735337814333333
20131103 18:00,0.7488198363666667
20131103 19:00,0.8240597630333334
20131103 20:00,0.8804590058
20131103 21:00,0.9010968932333333
20131103 22:00,0.9492050369666667
20131103 23:00,0.6660166780666666
20131104 0:00,0.8031403136333334
20131104 1:00,0.8392850724333334
20131104 2:00,0.7140319662666667
20131104 3:00,0.7404059283666666
20131104 4:00,0.5155607874333333
20131104 5:00,0.46274397040000004
20131104 6:00,0.22376681883333335
20131104 7:00,0.4033134443
20131104 8:00,0.6210805985666666
20131104 9:00,0.2539628338333333
20131104 10:00,0.34707594983333334
20131104 11:00,0.35281801516666667
20131104 12:00,0.5328648623
20131104 13:00,0.4647897870666666
20131104 14:00,0.5251668404000001
20131104 15:00,0.5550483447666666
20131104 16:00,0.5930232558
20131104 17:00,0.7289577417666666
20131104 18:00,0.8101104681
20131104 19:00,0.5876196638333333
20131104 20:00,0.4564747253333333
20131104 21:00,0.6844739585333334
20131104 22:00,0.6073529588000001
20131104 23:00,0.6830901118
20131105 0:00,0.6721181841
20131105 1:00,0.7580065418
20131105 2:00,0.45890095013333326
20131105 3:00,0.1890358602
20131105 4:00,0.18479745516666668
20131105 5:00,0.13381977643333334
20131105 6:00,0.005241843699999999
20131105 7:00,0.02942022213551274
20131105 8:00,0.19688963973333337
20131105 9:00,0.2689095767
20131105 10:00,0.21667984616666666
20131105 11:00,0.3396954338666666
20131105 12:00,0.38438589556666664
20131105 13:00,0.38132765416666664
20131105 14:00,0.5522926326666667
20131105 15:00,0.3603482980333333
20131105 16:00,0.5221056037
20131105 17:00,0.3600847081666667
20131105 18:00,0.29652360930000005
20131105 19:00,0.4061889699666667
20131105 20:00,0.2843056204666667
20131105 21:00,0.41187112853333335
20131105 22:00,0.17969040170000003
20131105 23:00,0.4814588500666666
20131106 0:00,0.6383217713
20131106 1:00,0.3406569378
20131106 2:00,0.4235439655666667
20131106 3:00,0.5189125720333333
20131106 4:00,0.11943615733333333
20131106 5:00,0.09912775723333334
20131106 6:00,0.09688125276666666
20131106 7:00,0.21007512309999998
20131106 8:00,0.1091920971
20131106 9:00,0.18657369133333335
20131106 10:00,0.0016144878666666668
20131106 11:00,0.1852976768
20131106 12:00,0.3759929549666667
20131106 13:00,0.3988803422
20131106 14:00,0.7363742017333333
20131106 15:00,0.5914626841
20131106 16:00,0.48467584440000006
20131106 17:00,0.2990516756
20131106 18:00,0.21260618480000001
20131106 19:00,0.18613936716666668
20131106 20:00,0.18479745516666665
20131106 21:00,0.25686232223333333
20131106 22:00,0.10856906653333333
20131106 23:00,0.021599391333333332
20131107 0:00,0.3704126379333333
20131107 1:00,0.40615302589999996
20131107 2:00,0.24620790050000005
20131107 3:00,0.5277068880666667
20131107 4:00,0.3091789176
20131107 5:00,0.7536962486
20131107 6:00,0.7055851095666666
20131107 7:00,0.7951697159333332
20131107 8:00,0.8323927968000001
